Name,Origin,Description,WikiUrl,ImageUrl
Sambhaaram,Kerala (Southern India),"Curd diluted with water spiced with green chillies, ginger and curry leaves.",,
Sikhye,Korea,,https://en.wikipedia.org/wiki/Sikhye,https://upload.wikimedia.org/wikipedia/commons/6/6d/Korean.dessert-Sikhye-01.jpg
Soft drinks,,,https://en.wikipedia.org/wiki/Soft_drink,https://upload.wikimedia.org/wikipedia/commons/c/cf/Tumbler_of_cola_with_ice.jpg
Smoothie,,,https://en.wikipedia.org/wiki/Smoothie,https://upload.wikimedia.org/wikipedia/commons/3/37/2011.09_smoothie2.JPG
"Sports drinks (Gatorade, Powerade)",,,https://en.wikipedia.org/wiki/Sports_drink,https://upload.wikimedia.org/wikipedia/commons/a/a5/GSeries.jpg
Tamagozake,Japan,"Consists of heated sake, sugar and a raw egg",https://en.wikipedia.org/wiki/Tamagozake,
Tea,,"Usually consumed warm. It contains hot water, a teabag for flavour, and sometimes milk and sugar is added.",https://en.wikipedia.org/wiki/Tea,https://upload.wikimedia.org/wikipedia/commons/2/22/Cup_of_Earl_Gray.jpg
Tejuino,"Jalisco, Mexico",A cold beverage made from fermented corn. It is often served with a scoop of shaved ice.,https://en.wikipedia.org/wiki/Tejuino,https://upload.wikimedia.org/wikipedia/commons/1/12/Tejuino.JPG
Frozen custard,"Coney Island, New York","A cold dessert similar to ice cream, but made with eggs in addition to cream and sugar. It was invented in Coney Island, New York in 1919, when ice cream vendors Archie and Elton Kohr found that adding egg yolks to ice cream created a smoother texture and helped the ice cream stay cold longer. In their first weekend on the boardwalk, the Kohr brothers sold 18,460 cones.",https://en.wikipedia.org/wiki/Frozen_custard,https://upload.wikimedia.org/wikipedia/commons/0/02/FrozenCustard.jpg
Ice cream,China,"A frozen dessert usually made from dairy products, such as milk and cream, and often combined with fruits or other ingredients and flavours. Most varieties contain sugar, although some are made with other sweeteners. The meaning of the phrase ""ice cream"" varies from one country to another. Phrases such as ""frozen custard"", ""frozen yogurt"", ""sorbet"", ""gelato"" and others are used to distinguish different varieties and styles. In some countries, such as the United States, the phrase ""ice cream"" applies only to a specific variety, and most governments regulate the commercial use of the various terms according to the relative quantities of the main ingredients. In other countries, such as Italy and Argentina, one word is used for all variants.",https://en.wikipedia.org/wiki/Ice_cream,https://upload.wikimedia.org/wikipedia/commons/7/72/Carrot_cake_ice_cream.jpg
Ice pop,San Francisco,"A water-based frozen snack that is made by freezing flavored liquid (such as fruit juice) around a stick. The first recorded ice pop was created in 1905 by 11-year-old Frank Epperson of San Francisco, who left a glass of soda water powder and water outside in his back porch with a wooden mixing stick in it. In the United States and Canada frozen ice on a stick is generically referred to as a popsicle due to the early popularity of the Popsicle brand. In Ireland the product is also referred to as a freeze pop. In the United Kingdom the term ice lolly is used. Ice block is used in parts of Australia and New Zealand, as well as icy pole, after a brand of the same name.",https://en.wikipedia.org/wiki/Ice_pop,https://upload.wikimedia.org/wikipedia/commons/8/86/Icepop-green.jpg
Milkshake,,"A sweet, cold beverage which is usually made from milk, ice cream or iced milk, and flavorings or sweeteners such as fruit syrup or chocolate sauce.  Outside the United States, the drink is sometimes called a ""thickshake"" or a ""thick milkshake"" or in New England, a ""frappe"". When the term ""milkshake"" was first used in print in 1885, milkshakes were an alcoholic whiskey drink that has been described as a ""sturdy, healthful eggnog type of drink, with eggs, whiskey, etc., served as a tonic as well as a treat"". However, by 1900, the term referred to ""wholesome drinks made with chocolate, strawberry, or vanilla syrups."" By the ""early 1900s people were asking for the new treat, often with ice cream.""",https://en.wikipedia.org/wiki/Milkshake,https://upload.wikimedia.org/wikipedia/commons/7/72/Strawberry_milkshake.jpg
Achappam,,A traditional rice rosette popular in Kerala.,https://en.wikipedia.org/wiki/Rosette_(cookie),https://upload.wikimedia.org/wikipedia/commons/c/ce/Rosettes.JPG
Ada,"Kerala, India","A traditional Keralan delicacy, consisting of rice parcels encased in a dough made of rice flour, with sweet fillings, steamed in banana leaf and served as an evening snack or as part of breakfast. Grated coconut and rice flour are the two main ingredients.",https://en.wikipedia.org/wiki/Ada_(food),https://upload.wikimedia.org/wikipedia/commons/f/f0/Ada_%28food%29.jpg
Dolma,"Balkans, Middle East, Caucases",A traditional dish of Armenian cuisine - minced meat wrapped in grape leaves,https://en.wikipedia.org/wiki/Dolma,https://upload.wikimedia.org/wikipedia/commons/0/08/Azerbaijani_dolma_pepper_tomato.jpg
French fries,"Belgium, United States",,https://en.wikipedia.org/wiki/French_fries,https://upload.wikimedia.org/wikipedia/commons/d/d1/McDonalds-French-Fries-Plate.jpg
Hummus,,Pictured is hummus with pine nuts and olive oil.,https://en.wikipedia.org/wiki/Hummus,https://upload.wikimedia.org/wikipedia/commons/3/3f/Hummuswithpinenuts.jpg
Instant soup,Japan,,https://en.wikipedia.org/wiki/Instant_soup,https://upload.wikimedia.org/wikipedia/commons/5/50/Singapore_Curry_Flavoured_Noodles%2C_-Mar._2011_a.jpg
Khandvi,Gujarat,"A collective term used for a type of snacks in Gujarati cuisine, from the Indian state of Gujarat",https://en.wikipedia.org/wiki/Khandvi_(food),https://upload.wikimedia.org/wikipedia/commons/7/7d/Khandvi%2C_Gujarati_snack.jpg
Kuzhalappam,,A traditional rice based tea time snack popular in Kerala.,https://en.wikipedia.orghttps://ml.wikipedia.org/wiki/%E0%B4%95%E0%B5%81%E0%B4%B4%E0%B4%B2%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B4%82,https://upload.wikimedia.org/wikipedia/commons/d/df/%E0%B4%95%E0%B5%81%E0%B4%B4%E0%B4%B2%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B4%82.jpg
Meze,,,https://en.wikipedia.org/wiki/Meze,https://upload.wikimedia.org/wikipedia/commons/a/ac/Turkish_Meze_Plate.jpg
Nian gao,,,https://en.wikipedia.org/wiki/Nian_gao,https://upload.wikimedia.org/wikipedia/commons/c/ca/File-Guangdong_Nianguo.jpg
Obložené chlebíčky,"Czech Republic, Slovakia",,https://en.wikipedia.org/wiki/Oblo%C5%BEen%C3%A9_chleb%C3%AD%C4%8Dky,https://upload.wikimedia.org/wikipedia/commons/b/bf/Chlebicky.JPG
Onion rings,United States,,https://en.wikipedia.org/wiki/Onion_rings,https://upload.wikimedia.org/wikipedia/commons/e/eb/OnionRings.JPG
Sev mamra,India,"A mixture of spicy dry ingredients such as puffed rice, savory noodles and peanuts.",https://en.wikipedia.org/wiki/Sev_mamra,https://upload.wikimedia.org/wikipedia/commons/f/f3/SevMamra.jpg
Spring roll,,,https://en.wikipedia.org/wiki/Spring_roll,https://upload.wikimedia.org/wikipedia/commons/a/a5/Spring_roll%2C_at_Gyoza-no-Ohsho_%282012.08.18%29.jpg
Tahini,,"Sesame paste; used in a variety of dishes, including many snacks",https://en.wikipedia.org/wiki/Tahini,https://upload.wikimedia.org/wikipedia/commons/4/4c/Tahinijar_453g.jpg
Tapas,Spain,"Pictured are tapas in Barcelona, Spain.",https://en.wikipedia.org/wiki/Tapas,https://upload.wikimedia.org/wikipedia/commons/4/46/TapasenBarcelona.JPG
Tempura,"Portugal, Japan",,https://en.wikipedia.org/wiki/Tempura,https://upload.wikimedia.org/wikipedia/commons/9/90/TWTempuraRichy2.jpg
Turnip cake,China,"This snack is made of turnip, rice flour, dried mushroom, dried shrimp or scallop.",,https://upload.wikimedia.org/wikipedia/commons/9/9b/Turnip_cake_at_Chua_Lam%27s_Dim_Sum_%2820201120174336%29.jpg
"Unniyappam, Kuzhiyappam",Kerala,"A traditional rice/flour based, deep-fried fritters in round shape. It is popular in Kerala.",https://en.wikipedia.org/wiki/Unni_appam,https://upload.wikimedia.org/wikipedia/commons/4/4e/Unniyappam_-_Karayappam_-_Kuzhiyappam.jpg
Xiaolongbao,"Shanghai, China",This is a steamed dumpling filled with pork.,https://en.wikipedia.org/wiki/Xiaolongbao,https://upload.wikimedia.org/wikipedia/commons/3/35/2019-02-22_Xiaolongbao_in_%22Taste_Of_Shanghai%22_restaurant%2C_Sydney%2C_Australia.jpg
Yogurt,,,https://en.wikipedia.org/wiki/Yogurt,https://upload.wikimedia.org/wikipedia/commons/f/f2/Yoghurt_and_Soy_Yoghurt_red.JPG
Energy bar,,"Food bars containing cereals and other high energy ingredients, sometimes containing high amounts of protein. The first energy bar in the American marketplace was Space Food Sticks which Pillsbury Company created in the late 1960s to capitalize on the popularity of the U.S. space program. More recently, energy bars have been marketed towards health-conscious consumers, in particular as a post-workout snack.",https://en.wikipedia.org/wiki/Energy_bar,https://upload.wikimedia.org/wikipedia/commons/b/bc/Hooah.jpg
Flapjack,,"A sweet tray-baked oat bar made from rolled oats, butter, brown sugar and golden syrup. The item is known as a ""flapjack"" in the United Kingdom and Ireland and as a ""cereal bar"" in Australia and New Zealand. In other countries such products are referred to as granola bars.",https://en.wikipedia.org/wiki/Flapjack_(oat_bar),https://upload.wikimedia.org/wikipedia/commons/7/74/Flapjacks.jpg
Granola bar,,"Granola bars were invented by Stanley Mason and have become popular as a snack, similar to the traditional flapjack oat bar or muesli bar familiar in the Commonwealth countries.",https://en.wikipedia.org/wiki/Granola_bar,https://upload.wikimedia.org/wikipedia/commons/0/0c/Chewy-Granola-Bar.jpg
Bagel,Poland,"A bread product, traditionally shaped by hand into the form of a ring from yeasted wheat dough, roughly hand-sized, which is first boiled for a short time in water and then baked.",https://en.wikipedia.org/wiki/Bagel,https://upload.wikimedia.org/wikipedia/commons/a/af/Vesirinkelit_-_2.jpg
Bread,Egypt; Europe,,https://en.wikipedia.org/wiki/Bread,https://upload.wikimedia.org/wikipedia/commons/7/7b/Assorted_bread.jpg
Bread Pudding,United Kingdom,"A pudding made with bread, milk, and egg.",https://en.wikipedia.org/wiki/Bread_pudding,https://upload.wikimedia.org/wikipedia/commons/e/eb/Bread_pudding.jpg
Buterbrod,"Russia, Ukraine",An open sandwich,https://en.wikipedia.org/wiki/Open_sandwich#Gallery,https://upload.wikimedia.org/wikipedia/commons/7/74/%D0%91%D1%83%D1%82%D0%B5%D0%B1%D1%80%D0%BE%D0%B4.jpg
Butterbrot,Germany,An open sandwich,https://en.wikipedia.org/wiki/Butterbrot,https://upload.wikimedia.org/wikipedia/commons/6/64/Butterbrot.png
Croissant,,,https://en.wikipedia.org/wiki/Croissant,https://upload.wikimedia.org/wikipedia/commons/3/32/Croissant.jpg
Croutons,,,https://en.wikipedia.org/wiki/Crouton,https://upload.wikimedia.org/wikipedia/commons/e/e3/Croutons_on_a_salad.jpg
Fried bake,Caribbean,A type of bread usually eaten with saltfish,https://en.wikipedia.org/wiki/Fried_bake,https://upload.wikimedia.org/wikipedia/commons/f/f9/Fried_Bake.png
Gua-bao,Taiwan,Consists of a slice of stewed meat and other condiments sandwiched between flat steamed bread,https://en.wikipedia.org/wiki/Gua-bao,https://upload.wikimedia.org/wikipedia/commons/0/08/Steamed_Sandwich%2Ctaken_by_LeoAlmighty.jpg
Houska,Czech Republic,Literally knitted bread,https://en.wikipedia.org/wiki/Houska,https://upload.wikimedia.org/wikipedia/commons/8/83/Houska.jpg
Lavash,Armenia,"Traditional staple food of Armenian cuisine - soft thin bread. In 2014, ""lavash, the preparation, meaning and appearance of traditional bread as an expression of culture in Armenia"" was inscribed in the UNESCO Representative List of the Intangible Cultural Heritage of Humanity.",https://en.wikipedia.org/wiki/Lavash,https://upload.wikimedia.org/wikipedia/commons/b/b9/Pan_armenio_en_el_mercado_de_Yerevan.JPG
Open sandwich,,One slice of bread with a topping or toppings,https://en.wikipedia.org/wiki/Open_sandwich,https://upload.wikimedia.org/wikipedia/commons/f/f4/Norwegian.open.sandwich-01.jpg
Pasta,Italy,Pictured is cavatappi with pesto.,https://en.wikipedia.org/wiki/Pasta,https://upload.wikimedia.org/wikipedia/commons/8/89/Pasta_with_pesto.jpg
Sandwich,,A snack typically consisting of two or more slices of bread with one or more fillings between them,https://en.wikipedia.org/wiki/Sandwich,https://upload.wikimedia.org/wikipedia/commons/6/6a/Peanut-Butter-Jelly-Sandwich.png
Smørrebrød,"Denmark, Norway",An open sandwich,https://en.wikipedia.org/wiki/Sm%C3%B8rrebr%C3%B8d,https://upload.wikimedia.org/wikipedia/commons/2/25/Sm%C3%B8rrebr%C3%B8d_at_Kastrup_IMG_8275_C.JPG
Tea sandwich,United Kingdom,A tea-time snack with the crust removed,https://en.wikipedia.org/wiki/Tea_sandwich,https://upload.wikimedia.org/wikipedia/commons/1/18/Teeny_tiny_sandwiches.jpg
Tortilla,,A flatbread made from corn or wheat,https://en.wikipedia.org/wiki/Tortilla,https://upload.wikimedia.org/wikipedia/commons/5/56/NCI_flour_tortillas.jpg
Totopo,"Oaxaca, Mexico",A flatbread made from corn,https://en.wikipedia.org/wiki/Totopo,https://upload.wikimedia.org/wikipedia/commons/e/e2/Totopodemaiz.jpg
American cheese,United States,"A processed cheese from the U.S. American cheese was originally only white, but is now sometimes modified to be yellow-colored. Today it is typically manufactured from a set of ingredients such as milk, whey, milkfat, milk protein concentrate, whey protein concentrate, and salt.",https://en.wikipedia.org/wiki/American_cheese,https://upload.wikimedia.org/wikipedia/commons/d/d0/Wrapped_American_cheese_slices.jpg
Cheese,,A generic term for a diverse group of milk-based food products. Pictured is a plate of assorted cheeses.,https://en.wikipedia.org/wiki/Cheese,https://upload.wikimedia.org/wikipedia/commons/a/a8/Cheese_platter.jpg
Cream cheese,,,https://en.wikipedia.org/wiki/Cream_cheese,https://upload.wikimedia.org/wikipedia/commons/f/f7/Philly_cream_cheese.jpg
Korbáčiky,Orava region of Slovakia,A type of string cheese,https://en.wikipedia.org/wiki/Korb%C3%A1%C4%8Diky,https://upload.wikimedia.org/wikipedia/commons/4/4e/%C3%9Aden%C3%BD_korb%C3%A1%C4%8Dik_%28Slovakia%29.jpg
Oaxaca cheese,Mexico,A semi-hard string cheese,https://en.wikipedia.org/wiki/Oaxaca_cheese,https://upload.wikimedia.org/wikipedia/commons/d/db/Quesillo_de_Oaxaca.png
Obatzda,Bavaria,A cheese delicacy,https://en.wikipedia.org/wiki/Obatzda,https://upload.wikimedia.org/wikipedia/commons/4/43/Obatzter-1.jpg
Parmesan cheese,Italy,,https://en.wikipedia.org/wiki/Parmesan_cheese,https://upload.wikimedia.org/wikipedia/commons/5/5b/Parmigiano_reggiano_piece.jpg
Processed cheese,,"Also called ""cheese food""; a food product made from normal cheese and sometimes other unfermented dairy ingredients, plus emulsifiers, extra salt, food colorings, or whey",https://en.wikipedia.org/wiki/Processed_cheese,https://upload.wikimedia.org/wikipedia/commons/8/8f/Eru_goudkuipje_sambal.jpg
String cheese,United States,Snack-sized servings of low-moisture mozzarella,https://en.wikipedia.org/wiki/String_cheese,https://upload.wikimedia.org/wikipedia/commons/1/1d/String_Cheese_%287973943306%29.jpg
Banana chip,,"Deep-fried and/or dried slices of bananas. They can be covered with sugar or honey and have a sweet taste, or they can be fried in oil and spices and have a salty and/or spicy taste.",https://en.wikipedia.org/wiki/Banana_chip,https://upload.wikimedia.org/wikipedia/commons/7/7b/Banana_chips.jpg
Cheese puff,,"A puffed corn snack, coated with a mixture of cheese or cheese-flavored powders",https://en.wikipedia.org/wiki/Cheese_puff,https://upload.wikimedia.org/wikipedia/commons/0/01/Ostbager.jpg
Chifle,"Peru, Ecuador",A fried plantain snack,https://en.wikipedia.org/wiki/Chifle,https://upload.wikimedia.org/wikipedia/commons/e/e0/Chiflecasero1.JPG
Corn chips,,A cornmeal snack that is fried in oil or baked,https://en.wikipedia.org/wiki/Corn_chip,https://upload.wikimedia.org/wikipedia/commons/f/f8/Corn_chips.JPG
Corn nuts,,A snack food made of roasted or deep-fried corn kernels,https://en.wikipedia.org/wiki/Corn_nuts,https://upload.wikimedia.org/wikipedia/commons/8/8f/Corn_Nuts_Close_Up.JPG
Fish and shrimp chips,,,https://en.wikipedia.org#cite_note-48,
Multi-grain snacks,,Example: Sun Chips,https://en.wikipedia.org/wiki/Grain,
Murukku,Indian,"A snack made with rice flour and chickpea flour, and deep fried.",https://en.wikipedia.org/wiki/Murukku,https://upload.wikimedia.org/wikipedia/commons/7/7b/A_Traditional_Tamil_Snack_Murukku.jpg
Nachos,Mexico,"Fried corn tortillas covered with melted cheddar cheese, pickled jalapeño peppers, and other toppings",https://en.wikipedia.org/wiki/Nachos,https://upload.wikimedia.org/wikipedia/commons/8/87/Nachos-cheese.jpg
Pita chips,,,https://en.wikipedia.org/wiki/Pita_chips,https://upload.wikimedia.org/wikipedia/commons/2/23/Nablus_souq_pita_118_-_Aug_2011.jpg
Pork rind,,,https://en.wikipedia.org/wiki/Pork_rind,https://upload.wikimedia.org/wikipedia/commons/2/2d/Khaep_mu.jpg
Potato chips,,,https://en.wikipedia.org/wiki/Potato_chips,https://upload.wikimedia.org/wikipedia/commons/6/69/Potato-Chips.jpg
"Pretzel, hard",,,https://en.wikipedia.org/wiki/Pretzel,https://upload.wikimedia.org/wikipedia/commons/d/d1/Absolute_bretzel_01.jpg
Snack mix,,Pictured is Chex Mix.,https://en.wikipedia.org/wiki/Snack_mix,https://upload.wikimedia.org/wikipedia/commons/1/1c/Chex-Mix-Pile.jpg
Tortilla chips,Mexico,"Wedges of fried corn tortillas; originated in Mexico; first produced commercially in Los Angeles, California, United States",https://en.wikipedia.org/wiki/Tortilla_chips,https://upload.wikimedia.org/wikipedia/commons/e/e6/Mission_Tortilla_Triangles.JPG
Animal cracker,,"A small cracker or cookie baked in the shape of an animal, usually an animal one might see at a zoo. The most common variety is light-colored and slightly sweet, but darker chocolate-flavored and colorful frosted varieties are also manufactured.",https://en.wikipedia.org/wiki/Animal_cracker,https://upload.wikimedia.org/wikipedia/commons/f/f2/Barnum%27s_animals_examples.JPG
Arare,,Small Japanese rice crackers,https://en.wikipedia.org/wiki/Arare_(food),https://upload.wikimedia.org/wikipedia/commons/0/02/Arare.jpg
Bagel chips,,,https://en.wikipedia.org/wiki/Cracker_(food)#Cracker_gallery,https://upload.wikimedia.org/wikipedia/commons/0/05/NY-Deli-Bagel-Chips.jpg
Crackers,,Pictured are water biscuits with toppings.,https://en.wikipedia.org/wiki/Cracker_(food),https://upload.wikimedia.org/wikipedia/commons/7/79/Crackers_with_herring_and_garlic_sauce.jpg
Hardtack,,,https://en.wikipedia.org/wiki/Hardtack,https://upload.wikimedia.org/wikipedia/commons/2/28/PensacolaWentworthAug2008Hardtack.jpg
Knäckebröd,Sweden,,https://en.wikipedia.org/wiki/Kn%C3%A4ckebr%C3%B6d,https://upload.wikimedia.org/wikipedia/commons/a/a1/IKEA_kn%C3%A4ckebr%C3%B6d.JPG
Lavash,,,https://en.wikipedia.org/wiki/Lavash,https://upload.wikimedia.org/wikipedia/commons/b/b9/Pan_armenio_en_el_mercado_de_Yerevan.JPG
Maltose crackers,,,https://en.wikipedia.org/wiki/Maltose_crackers,https://upload.wikimedia.org/wikipedia/commons/1/1c/Maltose_cracker-hk_snack.jpg
Oyster cracker,,,https://en.wikipedia.org/wiki/Oyster_cracker,https://upload.wikimedia.org/wikipedia/commons/c/cf/Oyster_Crackers.jpg
Rice cracker,,,https://en.wikipedia.org/wiki/Rice_cracker,
Senbei,Japan,,https://en.wikipedia.org/wiki/Senbei,https://upload.wikimedia.org/wikipedia/commons/a/ad/Japanese_Senbeis.jpg
Soda cracker,,,https://en.wikipedia.org/wiki/Soda_cracker,https://upload.wikimedia.org/wikipedia/commons/1/12/PremiumSaltines.jpg
Water biscuit,,,https://en.wikipedia.org/wiki/Water_biscuit,https://upload.wikimedia.org/wikipedia/commons/7/79/Crackers_with_herring_and_garlic_sauce.jpg
Bacon,,"A cured meat prepared from a pig, bacon is prepared from several different cuts of meat.",https://en.wikipedia.org/wiki/Bacon,https://upload.wikimedia.org/wikipedia/commons/3/31/Made20bacon.png
Biltong,South Africa,"Spiced and air-dried beef, a popular snack during rugby games",https://en.wikipedia.org/wiki/Biltong,https://upload.wikimedia.org/wikipedia/commons/f/fb/BiltongUKDried.jpg
Çiğ köfte,Turkey,,https://en.wikipedia.org/wiki/%C3%87i%C4%9F_k%C3%B6fte,https://upload.wikimedia.org/wikipedia/commons/b/b0/%C3%87i%C4%9F_K%C3%B6fte.jpg
Corn dog,United States,"A hot dog skewered on a stick, dipped in corn batter and deep-fried. Commonly eaten during fairs.",https://en.wikipedia.org/wiki/Corn_dog,https://upload.wikimedia.org/wikipedia/commons/c/c1/CornDog.jpg
Dried cuttlefish,,,https://en.wikipedia.org/wiki/Dried_cuttlefish,https://upload.wikimedia.org/wikipedia/commons/9/9f/Dried_cuttlefish_%285184319530%29.jpg
Dried fish,,,https://en.wikipedia.org/wiki/Dried_fish,https://upload.wikimedia.org/wikipedia/commons/4/40/Assorted_dried_fishes.JPG
Dried squid,,,https://en.wikipedia.org/wiki/Squid_(food),https://upload.wikimedia.org/wikipedia/commons/6/6c/ShreddedSquidSingleStrand.jpg
Fish such as fried fish,,,https://en.wikipedia.org/wiki/Fish,https://upload.wikimedia.org/wikipedia/commons/6/64/Fresh_Fried_Snapper_Almondine_%288212672772%29.jpg
Hot dogs,,,https://en.wikipedia.org/wiki/Hot_dogs,https://upload.wikimedia.org/wikipedia/commons/b/b1/Hot_dog_with_mustard.png
Jerky,,,https://en.wikipedia.org/wiki/Jerky_(food),https://upload.wikimedia.org/wikipedia/commons/6/64/Jerky_%281%29.jpg
Kibbeh nayyeh,,,https://en.wikipedia.org/wiki/Kibbeh_nayyeh,https://upload.wikimedia.org/wikipedia/commons/1/17/Kibbeh_Nayyeh.jpg
Omelet,,,https://en.wikipedia.org/wiki/Omelet,https://upload.wikimedia.org/wikipedia/commons/5/5b/Omelette.JPG
Oysters (canned),,,https://en.wikipedia.org/wiki/Oyster,https://upload.wikimedia.org/wikipedia/commons/9/94/Canned_oysters.jpg
Pickled herring,,,https://en.wikipedia.org/wiki/Pickled_herring,https://upload.wikimedia.org/wikipedia/commons/3/3a/Pickled_herring_%28Poznan%29.JPG
Soused herring,,,https://en.wikipedia.org/wiki/Soused_herring,https://upload.wikimedia.org/wikipedia/commons/f/fc/Haring_04.jpg
Bombay mix,,"Bombay mix is the name used in the United Kingdom and Ireland for a traditional Indian snack known as chiwda, chevdo, bhuso (if made without potato), chevda or chivdo in India, or Chanāchura in Odisha and chanachur in Bengal. It consists of a variable mixture of spicy dried ingredients, which may include fried lentils, peanuts, chickpea flour noodles, corn, vegetable oil, chickpeas, flaked rice, fried onion and curry leaves.",https://en.wikipedia.org/wiki/Bombay_mix,https://upload.wikimedia.org/wikipedia/commons/c/c6/Bombaymix.jpg
Cup Noodles,Japan,"A well-known brand of instant ramen noodle snack manufactured by Nissin, packaged in a foam food container, hard plastic or paper cup. Other brand names are used in specific countries, such as Cup Noodle in Japan.",https://en.wikipedia.org/wiki/Cup_Noodles,https://upload.wikimedia.org/wikipedia/commons/c/c4/Cup-Noodles-2.jpg
Instant noodles,"Invented by Momofuku Ando of Nissin Foods, Japan.[58]","Dried or precooked noodles, often sold with packets of flavoring including seasoning oil. Dried noodles are usually eaten after being cooked or soaked in boiling water, while precooked noodles can be reheated or eaten straight from the packet.",https://en.wikipedia.org/wiki/Instant_noodles,https://upload.wikimedia.org/wikipedia/commons/f/f4/Instant_noodles_with_cabbage_egg_and_carrot.jpg
Ramen,,"A Japanese noodle dish that consists of Chinese-style wheat noodles served in a meat- or (occasionally) fish-based broth, often flavored with soy sauce or miso, and uses toppings such as sliced pork, chāshū, dried seaweed, nori, kamaboko, green onions, and occasionally corn.",https://en.wikipedia.org/wiki/Ramen,https://upload.wikimedia.org/wikipedia/commons/1/10/Hiyashira-men.jpg
